type,asin,title,author,narrator,genre,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
monthly,B0DV67HNWJ,Only God Can Judge Me,Jeff Pearlman,James Shippy,,16.8,4.7,241,6.99,35.99,https://m.media-amazon.com/images/I/51bbEgSNMoL._SL500_.jpg,https://www.audible.com/pd/B0DV67HNWJ
monthly,B0CL5H8ZGC,Welcome to the Basement,"Tim Ross,Michael Todd - introduction","Tim Ross,Gabe Kunda",,3.9,4.9,262,5.99,17.99,https://m.media-amazon.com/images/I/516togctMvL._SL500_.jpg,https://www.audible.com/pd/B0CL5H8ZGC
monthly,B0CP32YW3R,Between Never and Forever,Brit Benson,"Angelina Rocca,Jacob Morgan",,14.4,4.8,888,6.99,22.39,https://m.media-amazon.com/images/I/51tv4nMg2kL._SL500_.jpg,https://www.audible.com/pd/B0CP32YW3R
monthly,B0BZT86L4V,Far Beyond Gold,Sydney McLaughlin,Sydney McLaughlin,,6.0,4.9,320,5.99,20.69,https://m.media-amazon.com/images/I/41bLEGzk0ML._SL500_.jpg,https://www.audible.com/pd/B0BZT86L4V
monthly,1620559196,Speaking with Nature,"Sandra Ingerman,Llyn Roberts","Christa Lewis,Suzie Althens",,9.6,4.6,152,5.99,14.99,https://m.media-amazon.com/images/I/61bV0ILEo1L._SL500_.jpg,https://www.audible.com/pd/1620559196
monthly,B0C6R7K4J7,Monstrous Regiment,Terry Pratchett,"Katherine Parkinson,Bill Nighy,Peter Serafinowicz",,11.4,4.8,292,7.99,26.09,https://m.media-amazon.com/images/I/51WHdN+OnbL._SL500_.jpg,https://www.audible.com/pd/B0C6R7K4J7
monthly,B0B5PTGRNC,Lovely Girls,Margot Hunt,"Kimberly Woods,Vivienne Leheny",,8.6,4.3,542,5.99,18.76,https://m.media-amazon.com/images/I/51brMYyXSpL._SL500_.jpg,https://www.audible.com/pd/B0B5PTGRNC
monthly,B0DK7RQL65,Beast Arises: Vol 1,"Dan Abnett,Rob Sanders,Gav Thorpe",Gareth Armstrong,,17.4,4.6,164,6.99,26.35,https://m.media-amazon.com/images/I/516AAOqxp+L._SL500_.jpg,https://www.audible.com/pd/B0DK7RQL65
monthly,B088ZY8FBF,Tormentor Mine: The Complete Series,"Anna Zaires,Dima Zales","Tracy Marks,Sebastian York",,35.5,4.7,612,5.99,29.63,https://m.media-amazon.com/images/I/51Nr6tKidqL._SL500_.jpg,https://www.audible.com/pd/B088ZY8FBF
monthly,B003Y4ZZSQ,Shades of Milk and Honey,Mary Robinette Kowal,Mary Robinette Kowal,,7.5,4.0,1059,5.99,17.24,https://m.media-amazon.com/images/I/51wQinM+aoL._SL500_.jpg,https://www.audible.com/pd/B003Y4ZZSQ
monthly,B0FLQ68SYB,Credence,"Penelope Douglas,Mariona Gastó Jiménez - translator","Sarah Muñiz,Tony Corvillo,Pol Nubiala,Aleix Peña",,19.1,3.7,10,5.99,20.76,https://m.media-amazon.com/images/I/51syW18if0L._SL500_.jpg,https://www.audible.com/pd/B0FLQ68SYB
monthly,B0FPMS77LL,A Twist of Luck,Jaymin Eve,"Michelle Sparks,Aaron Shedlock,Gregory Salinas,Jake Bordeaux,Noel Harrison",,12.3,4.7,302,6.99,22.51,https://m.media-amazon.com/images/I/511PdXubDGL._SL500_.jpg,https://www.audible.com/pd/B0FPMS77LL
monthly,B0CKNNDDPZ,Why I Believe,Henry Cloud,"Michael Beck,Henry Cloud",,9.7,4.9,105,6.99,25.19,https://m.media-amazon.com/images/I/31aoDNeGMSL._SL500_.jpg,https://www.audible.com/pd/B0CKNNDDPZ
monthly,B0756FW5PN,The Memo,John Hope Bryant,John Hope Bryant,,3.9,4.7,375,4.99,13.18,https://m.media-amazon.com/images/I/51zBhqdH1-L._SL500_.jpg,https://www.audible.com/pd/B0756FW5PN
monthly,B0CNDB8VLR,Sideshow,Rickey Smiley,Rickey Smiley,,5.6,4.9,224,5.99,20.69,https://m.media-amazon.com/images/I/4180jevoB+L._SL500_.jpg,https://www.audible.com/pd/B0CNDB8VLR
monthly,B0BZWXKTY9,The Husband Hoax,Saxon James,"Teddy Hamilton,James Joseph",,7.4,4.7,476,5.99,17.54,https://m.media-amazon.com/images/I/51Q+wfnxurL._SL500_.jpg,https://www.audible.com/pd/B0BZWXKTY9
monthly,B0CPKC4Y6V,School of Magical Arts: Complete Novella Series,Chandelle LaVaun,Vanessa Moyen,,18.2,4.8,169,6.99,26.11,https://m.media-amazon.com/images/I/61eE6DJvDWL._SL500_.jpg,https://www.audible.com/pd/B0CPKC4Y6V
monthly,B0D2SY7DJV,Spilled Milk,K.L. Randis,K.L. Randis,,7.7,4.9,394,5.99,18.08,https://m.media-amazon.com/images/I/4170rrSqI7L._SL500_.jpg,https://www.audible.com/pd/B0D2SY7DJV
monthly,B0BK7WFV4F,Dark Psychology and Manipulation Bible,"Robert Cardone,New Thought Institute","Grant Greene,How to Analyze People Studio,Atomic Habits Studio,Persuasion Studio",,20.9,4.1,88,5.99,31.61,https://m.media-amazon.com/images/I/513P495Li2L._SL500_.jpg,https://www.audible.com/pd/B0BK7WFV4F
monthly,B0855D8NQX,Rapid Weight Loss Hypnosis,Kaizen Mindfulness Meditations,Ashley Nicole Stevens,,4.3,4.6,76,4.99,13.79,https://m.media-amazon.com/images/I/61bs2krQ15L._SL500_.jpg,https://www.audible.com/pd/B0855D8NQX
monthly,1644110067,Opening the Akashic Records,Maureen J. St. Germain,Maureen J. St. Germain,,6.3,4.4,91,5.99,14.99,https://m.media-amazon.com/images/I/51UVw1xsu5L._SL500_.jpg,https://www.audible.com/pd/1644110067
monthly,B09X94H98T,The Real Story of Catholic History,Steve Weidenkopf,Steve Weidenkopf,,7.4,4.7,101,5.99,18.47,https://m.media-amazon.com/images/I/51+ujwqYWaL._SL500_.jpg,https://www.audible.com/pd/B09X94H98T
monthly,B0FTZPY53M,Unseen Realm (Expanded Edition),Michael S. Heiser,Tim H. Dixon,,17.2,4.9,68,6.99,25.51,https://m.media-amazon.com/images/I/51VunwXkDML._SL500_.jpg,https://www.audible.com/pd/B0FTZPY53M
monthly,B0DNKKN312,Where We Bloom,Kristen Proby,"Emma Wilder,Connor Crais",,10.3,4.7,289,5.99,21.39,https://m.media-amazon.com/images/I/51g98zdFuEL._SL500_.jpg,https://www.audible.com/pd/B0DNKKN312
monthly,B0BT246QX3,"A Love Like This, Pt. 1",Kya Montague,"Jakobi Diem,J. Shani Michaels",,7.6,4.7,464,5.99,19.95,https://m.media-amazon.com/images/I/51lK+9kT7iL._SL500_.jpg,https://www.audible.com/pd/B0BT246QX3
monthly,B0DJDS7F4G,Warhammer Horror: Audiobook Collection Volume 1,"David Annandale,Peter Fehervari","Dugald Bruce-Lockheart,Christopher Kent,John Banks",,23.2,4.3,57,5.99,29.56,https://m.media-amazon.com/images/I/51ACzGqI8OL._SL500_.jpg,https://www.audible.com/pd/B0DJDS7F4G
monthly,B0BWGWKVN5,The State of the Art,Iain M. Banks,Peter Kenny,,6.4,4.0,132,6.99,22.49,https://m.media-amazon.com/images/I/51GtlPDm1VL._SL500_.jpg,https://www.audible.com/pd/B0BWGWKVN5
monthly,B0CKRXWT43,Trucos Psicológicos: Para que se obsesione por ti y te extrañe [Psychological Tricks: So That He Becomes Obsessed with You and Misses You],Ian W. Decker,"Luis Vega,Kowii Global,Alfonso Sales",,6.0,4.5,302,5.99,17.07,https://m.media-amazon.com/images/I/517pGDZ6LIL._SL500_.jpg,https://www.audible.com/pd/B0CKRXWT43
monthly,B0CKJD7KVR,Blurred Lines,Andi Jaxon,"Teddy Hamilton,Iggy Toma",,8.8,4.6,601,5.99,18.85,https://m.media-amazon.com/images/I/511VJDxyKZL._SL500_.jpg,https://www.audible.com/pd/B0CKJD7KVR
monthly,B0BGMLTBJ7,Burn It Down,Maureen Ryan,Samara Naeymi,,13.9,4.3,138,7.99,29.69,https://m.media-amazon.com/images/I/51LGv72SuNL._SL500_.jpg,https://www.audible.com/pd/B0BGMLTBJ7
monthly,B0DPGVLQFH,Longevity Guidebook,Peter H. Diamandis,Peter H. Diamandis,,8.9,4.0,55,5.99,19.1,https://m.media-amazon.com/images/I/41EfRIROC9L._SL500_.jpg,https://www.audible.com/pd/B0DPGVLQFH
monthly,B09NQL1TX9,Shifter God,Meg Xuemei X,Victoria Mei,,7.3,4.6,517,5.99,17.54,https://m.media-amazon.com/images/I/51A8F+aD+RL._SL500_.jpg,https://www.audible.com/pd/B09NQL1TX9
monthly,B0BWGLW6L2,Scattershot,Bernie Taupin,"John Lee,Bernie Taupin",,15.6,4.2,132,7.99,28.79,https://m.media-amazon.com/images/I/41Hdj-WeYrL._SL500_.jpg,https://www.audible.com/pd/B0BWGLW6L2
monthly,B0D92XJGK6,How to Speak Life to Your Husband,"Ann Wilson,Dave Wilson","Ann Wilson,Dave Wilson",,6.8,4.8,86,5.99,20.69,https://m.media-amazon.com/images/I/510X7gGa5wL._SL500_.jpg,https://www.audible.com/pd/B0D92XJGK6
monthly,B0F496MPLS,Manipulation,Sean Oswald,"Giancarlo Herrera,Hannah Schooner",,20.0,4.6,390,5.99,32.95,https://m.media-amazon.com/images/I/51J6SpOZk6L._SL500_.jpg,https://www.audible.com/pd/B0F496MPLS
monthly,B0CNDHB6PS,Herod and Mary,"Kathie Lee Gifford,Bryan M. Litfin","Kathie Lee Gifford,Bryan M. Litfin",,8.8,4.6,70,7.99,26.09,https://m.media-amazon.com/images/I/519S1XMCUCL._SL500_.jpg,https://www.audible.com/pd/B0CNDHB6PS
monthly,B0CJ5XHV5L,Archer,Leila James,"Teddy Hamilton,Greyson Ash",,11.3,4.8,475,5.99,21.02,https://m.media-amazon.com/images/I/51jdn9Yp8HL._SL500_.jpg,https://www.audible.com/pd/B0CJ5XHV5L
monthly,B0B4BBC2PK,You Can't Screw This Up,Adam Bornstein,Gary Tiedemann,,7.1,4.6,83,6.99,25.19,https://m.media-amazon.com/images/I/51B0kFhpLtL._SL500_.jpg,https://www.audible.com/pd/B0B4BBC2PK
monthly,B0C6RF4HSY,Cybersecurity All-in-One for Dummies,"Joseph Steinberg,Kevin Beaver CISSP,Ira Winkler CISSP,Ted Coombs",Tom Perkins,,24.8,4.1,11,5.99,29.59,https://m.media-amazon.com/images/I/51HoJxlrKRL._SL500_.jpg,https://www.audible.com/pd/B0C6RF4HSY
monthly,B0DKPGXQ4F,"Delay, Don't Deny",Gin Stephens,Gin Stephens,,5.7,4.8,73,5.99,15.92,https://m.media-amazon.com/images/I/51MOG0kqozL._SL500_.jpg,https://www.audible.com/pd/B0DKPGXQ4F
monthly,B07YCV88T9,The Girl in the Motel,Chris Culver,Natalie Duke,,9.7,4.5,253,5.99,20.16,https://m.media-amazon.com/images/I/51xMp3-6tbL._SL500_.jpg,https://www.audible.com/pd/B07YCV88T9
monthly,B0DZ8H6GCL,The Absent Father Effect on Daughters,Susan E. Schwartz,Ann Sprinkle,,10.7,3.8,13,5.99,21.38,https://m.media-amazon.com/images/I/51XZXSv21CL._SL500_.jpg,https://www.audible.com/pd/B0DZ8H6GCL
monthly,B0BSP4FTBN,The Deepest Place,Curt Thompson MD,Tom Parks,,7.0,4.8,53,5.99,20.69,https://m.media-amazon.com/images/I/41LzdAuRcYL._SL500_.jpg,https://www.audible.com/pd/B0BSP4FTBN
monthly,B0CRS5BLGT,Colliding with Fate,A.E. Valdez,"iiKane,Winston James",,13.8,4.9,759,6.99,22.16,https://m.media-amazon.com/images/I/41dNcno1lKL._SL500_.jpg,https://www.audible.com/pd/B0CRS5BLGT
monthly,1620559293,Lessons from the Twelve Archangels,"Belinda J. Womack,Catherine Shainberg - introduction",Belinda J. Womack,,7.8,4.6,89,5.99,13.49,https://m.media-amazon.com/images/I/51WNu-GKx9L._SL500_.jpg,https://www.audible.com/pd/1620559293
monthly,B09JXNRCPC,Ashes in the Wind,Kathleen E. Woodiwiss,Ashford McNab,,29.0,4.7,306,7.99,47.69,https://m.media-amazon.com/images/I/61W7CcFmj3L._SL500_.jpg,https://www.audible.com/pd/B09JXNRCPC
monthly,B09NS47HHC,Clearwater University: The Complete Series,Eva Ashwood,"Gregory Salinas,Laurie Raimes",,18.5,4.4,278,6.99,25.39,https://m.media-amazon.com/images/I/51yviBNIVYL._SL500_.jpg,https://www.audible.com/pd/B09NS47HHC
monthly,B0BF18P1JQ,Attention Span,Gloria Mark,Cassandra Campbell,,10.9,3.9,61,7.99,26.09,https://m.media-amazon.com/images/I/51zzy57jyGL._SL500_.jpg,https://www.audible.com/pd/B0BF18P1JQ
monthly,B0CQYWLML5,Cold Trail,Taylor Moore,Jeremy Arthur,,9.2,4.7,236,7.99,26.09,https://m.media-amazon.com/images/I/51vbtZ0C1WL._SL500_.jpg,https://www.audible.com/pd/B0CQYWLML5
monthly,B07ST3GW1T,Manifest Success and Wealth Hypnosis,Rewrite Your Reality,Jim Rising,,3.0,4.5,94,4.99,13.31,https://m.media-amazon.com/images/I/61dNCbYV2-L._SL500_.jpg,https://www.audible.com/pd/B07ST3GW1T
monthly,B0DDQV88C4,Playbook,Rebecca Jenshak,"Jacob Morgan,Juno Cooper",,10.5,4.7,396,5.99,21.39,https://m.media-amazon.com/images/I/51ZxYEgtx7L._SL500_.jpg,https://www.audible.com/pd/B0DDQV88C4
monthly,B0DSCHVVYD,The Girl from Devil's Lake,J. A. Jance,Hillary Huber,,9.9,4.7,218,7.99,26.09,https://m.media-amazon.com/images/I/51U+qcrsbxL._SL500_.jpg,https://www.audible.com/pd/B0DSCHVVYD
monthly,B0D7WQB22P,"Solar Dragons Need Love, Too! The Catch-Up Omnibus, Books 1-6",Virgil Knightley,Alyssa Poon,,55.4,4.6,302,5.99,30.64,https://m.media-amazon.com/images/I/617YAVbbkjL._SL500_.jpg,https://www.audible.com/pd/B0D7WQB22P
monthly,B0BX77KTRP,Murder at the Spring Ball,Benedict Brown,George Blagden,,7.8,4.5,709,5.99,17.43,https://m.media-amazon.com/images/I/51HQIqrZcOL._SL500_.jpg,https://www.audible.com/pd/B0BX77KTRP
monthly,B0CP8MVP4P,Learn Arabic Ultimate Bundle,Global Citizen Language Learning,Mehdi Ben Mahmoud,,13.5,4.9,91,6.99,26.0,https://m.media-amazon.com/images/I/51OnWlJd5KL._SL500_.jpg,https://www.audible.com/pd/B0CP8MVP4P
monthly,B0DCCC58PH,Where Was God?,Jennifer Dawn Turpin,Tonia Rich,,3.0,4.1,134,4.99,13.92,https://m.media-amazon.com/images/I/51Boi8jWfTL._SL500_.jpg,https://www.audible.com/pd/B0DCCC58PH
monthly,B0CJD22XXC,Swimming Against the Current,Riley Gaines,Riley Gaines,,6.9,4.9,270,6.99,22.49,https://m.media-amazon.com/images/I/41PBEWqpPtL._SL500_.jpg,https://www.audible.com/pd/B0CJD22XXC
monthly,B0D8MLMV83,The CEO Enemy,Jolie Day,"Jacob Morgan,Andi Arndt",,8.7,4.6,363,5.99,19.59,https://m.media-amazon.com/images/I/51lzAH1QtWL._SL500_.jpg,https://www.audible.com/pd/B0D8MLMV83
monthly,B0BR67TX81,The Lords of Discipline,Pat Conroy,Roger Wayne,,19.4,4.8,279,6.99,35.99,https://m.media-amazon.com/images/I/51LrjR+fCzL._SL500_.jpg,https://www.audible.com/pd/B0BR67TX81
monthly,B0FJSQ9PP1,Love's Most Wanted,Shvonne Latrice,"Myles Washington,Anna Lynn Wright",,13.4,4.9,483,6.99,22.14,https://m.media-amazon.com/images/I/510CqU5zFjL._SL500_.jpg,https://www.audible.com/pd/B0FJSQ9PP1
monthly,B0BZQGL3MF,Christmas at the Shelter Inn,RaeAnne Thayne,Vanessa Johansson,,8.0,4.5,228,6.99,25.19,https://m.media-amazon.com/images/I/51Lji+iZlWL._SL500_.jpg,https://www.audible.com/pd/B0BZQGL3MF
monthly,B0DPGPWBM8,"Jaiden, the King Who Got Me",Miss Jenesequa,"Nia Serge,Winston James",,11.5,4.8,602,5.99,21.62,https://m.media-amazon.com/images/I/41v+Q8EaBSL._SL500_.jpg,https://www.audible.com/pd/B0DPGPWBM8
monthly,B0C2VZHBR4,Uhtred's Feast,Bernard Cornwell,Matt Bates,,4.2,4.7,209,5.99,17.99,https://m.media-amazon.com/images/I/514svIsbITL._SL500_.jpg,https://www.audible.com/pd/B0C2VZHBR4
monthly,B0FHHZJB12,Save Me,K. A. Tucker,"Alex Kydd,Veronica Fox",,9.6,4.7,308,5.99,21.01,https://m.media-amazon.com/images/I/51CnDzt27RL._SL500_.jpg,https://www.audible.com/pd/B0FHHZJB12
monthly,1620559374,Tantric Orgasm for Women,Diana Richardson,Henrietta Weekes,,9.5,4.5,44,5.99,14.99,https://m.media-amazon.com/images/I/41r02pCgiiL._SL500_.jpg,https://www.audible.com/pd/1620559374
monthly,B0D5Z4J2DH,The Unwanted Wife,L. Steele,"Shane East,Roxy Isles",,11.9,4.2,239,6.99,24.95,https://m.media-amazon.com/images/I/51FiARW92ZL._SL500_.jpg,https://www.audible.com/pd/B0D5Z4J2DH
monthly,B01M03QW2P,Can I Say,"Travis Barker,Gavin Edwards - contributor",Cary Hite,,10.6,4.5,2058,6.99,20.5,https://m.media-amazon.com/images/I/51+Kv0uNFmL._SL500_.jpg,https://www.audible.com/pd/B01M03QW2P
monthly,B0CCZJT8TL,Positive Affirmations for Black Women,Nia Simone,Ahyiana Angel,,5.8,4.9,112,5.99,16.0,https://m.media-amazon.com/images/I/41SLBdt0VDL._SL500_.jpg,https://www.audible.com/pd/B0CCZJT8TL
monthly,B0D9C6BD4H,The Rules of Dating a Younger Man,"Vi Keeland,Penelope Ward","Zachary Webber,C. J. Bloom",,9.2,4.6,398,5.99,20.87,https://m.media-amazon.com/images/I/51LuTRAnMIL._SL500_.jpg,https://www.audible.com/pd/B0D9C6BD4H
monthly,B0FYK3D6B2,Detached,Sabrina Alexis Bendory,Katie Boothe,,9.6,4.9,72,5.99,20.17,https://m.media-amazon.com/images/I/31nSMOZcfuL._SL500_.jpg,https://www.audible.com/pd/B0FYK3D6B2
monthly,B0B5HSBHVH,The Kingdom of Prep,Maggie Bullock,Cheryl Smith,,13.5,4.5,102,7.99,29.69,https://m.media-amazon.com/images/I/61wivnmUwkL._SL500_.jpg,https://www.audible.com/pd/B0B5HSBHVH
monthly,B01I47DE6W,The Old Money Book: How to Live Better While Spending Less,Byron Tully,Moe Egan,,3.8,4.5,321,4.99,13.18,https://m.media-amazon.com/images/I/61zcSDrEOhL._SL500_.jpg,https://www.audible.com/pd/B01I47DE6W
monthly,B0DDRC5WGY,The Ozempic Revolution,Alexandra Sowa,Alexandra Sowa,,4.8,4.6,62,5.99,17.99,https://m.media-amazon.com/images/I/51kG8bUrkyL._SL500_.jpg,https://www.audible.com/pd/B0DDRC5WGY
monthly,B0CB1TVWT6,The Alone Advantage,Terri Savelle Foy,Terri Foy,,6.1,5.0,162,5.99,20.69,https://m.media-amazon.com/images/I/51I69Bg4NCL._SL500_.jpg,https://www.audible.com/pd/B0CB1TVWT6
monthly,B0DFZWTD5Q,Rather: The Therapist,Grey Huffington,"Winston James,Courtney Garner",,11.6,4.8,486,5.99,21.62,https://m.media-amazon.com/images/I/41s45lVO5xL._SL500_.jpg,https://www.audible.com/pd/B0DFZWTD5Q
monthly,B0CB1VJ4GX,Ghosted,Nancy French,Nancy French,,9.9,4.8,278,7.99,26.09,https://m.media-amazon.com/images/I/41csOiHOR7L._SL500_.jpg,https://www.audible.com/pd/B0CB1VJ4GX
monthly,B0D1RKVRJL,Small Town Horror,Ronald Malfi,Joe Hempel,,10.8,4.1,554,5.99,20.85,https://m.media-amazon.com/images/I/41TYndvrUVL._SL500_.jpg,https://www.audible.com/pd/B0D1RKVRJL
monthly,B0CJ4F5Y4D,Do It Today,Darius Foroux,Darius Foroux,,3.6,4.2,57,4.99,13.54,https://m.media-amazon.com/images/I/411-58yaljL._SL500_.jpg,https://www.audible.com/pd/B0CJ4F5Y4D
monthly,B0C9F9PSZD,What Was Meant to Be,Q.B. Tyler,"Juniper Young,J.F. Harding",,9.0,4.5,441,5.99,20.34,https://m.media-amazon.com/images/I/51zdKNbH12L._SL500_.jpg,https://www.audible.com/pd/B0C9F9PSZD
monthly,B0BZDXY2JR,Thank You (Falettinme Be Mice Elf Agin),"Sly Stone,Ben Greenman,Questlove - introduction",Dion Graham,,8.2,4.5,162,5.99,18.74,https://m.media-amazon.com/images/I/41NpB4hCt3L._SL500_.jpg,https://www.audible.com/pd/B0BZDXY2JR
monthly,B0FG9HLQZQ,Deadly Storms,Christine Feehan,Chloe Pfeiffer,,12.6,4.5,202,6.99,22.3,https://m.media-amazon.com/images/I/51IRNjsH+nL._SL500_.jpg,https://www.audible.com/pd/B0FG9HLQZQ
monthly,B0C67LVSWN,Roman,Grae Bryan,Michael Ferraiuolo,,8.1,4.6,427,5.99,18.85,https://m.media-amazon.com/images/I/51zhtCEdj2L._SL500_.jpg,https://www.audible.com/pd/B0C67LVSWN
monthly,B0BWFWRML5,The Museum of Failures,Thrity Umrigar,Vikas Adam,,12.4,4.4,379,7.99,28.79,https://m.media-amazon.com/images/I/51ox65O3aoL._SL500_.jpg,https://www.audible.com/pd/B0BWFWRML5
monthly,B0BWSMGCYB,Investing for Passive Income,Freeman Publications,Mark Greenberg,,10.2,4.8,39,5.99,20.16,https://m.media-amazon.com/images/I/51L4Z+HzrGL._SL500_.jpg,https://www.audible.com/pd/B0BWSMGCYB
monthly,B0CV9C3CQW,From Broken Boy to Mended Man,"Patrick Morley,Gary Chapman - foreword",James Lurie,,5.2,4.6,47,5.99,17.46,https://m.media-amazon.com/images/I/41TwlKtgeAL._SL500_.jpg,https://www.audible.com/pd/B0CV9C3CQW
monthly,B0BTB4KHQ1,Misled,Allen Parr,"Allen Parr,Tom Parks",,7.2,4.9,132,5.99,20.69,https://m.media-amazon.com/images/I/5129JYO-CsL._SL500_.jpg,https://www.audible.com/pd/B0BTB4KHQ1
monthly,B0D2YCVT8S,Ruthless Little Games,Lane Hart,"Gideon Frost,Chloe Ryan",,12.5,4.6,279,6.99,22.38,https://m.media-amazon.com/images/I/51spxPygtGL._SL500_.jpg,https://www.audible.com/pd/B0D2YCVT8S
monthly,B0CRWT6NNW,Den of Iniquity,J. A. Jance,Mike Ortego,,9.6,4.7,212,7.99,26.09,https://m.media-amazon.com/images/I/41HZtgtHbML._SL500_.jpg,https://www.audible.com/pd/B0CRWT6NNW
monthly,B0CNTZFFKZ,Sweet Strings,Aly Beck,"Lance Greenfield,Avery Reid",,23.7,4.6,322,5.99,29.63,https://m.media-amazon.com/images/I/515dQDOMy9L._SL500_.jpg,https://www.audible.com/pd/B0CNTZFFKZ
monthly,B0C92Q6VV3,Chasing Beauty,Natalie Dykstra,Maggi-Meg Reed,,15.9,4.6,104,7.99,29.69,https://m.media-amazon.com/images/I/41OV6sqf8BL._SL500_.jpg,https://www.audible.com/pd/B0C92Q6VV3
monthly,B0BQSXTR6Q,Light of the Ark,James Bonk,Jonathan Lee Taylor,,7.7,3.7,52,5.99,17.43,https://m.media-amazon.com/images/I/514k2wczbAL._SL500_.jpg,https://www.audible.com/pd/B0BQSXTR6Q
monthly,B0DCGK1YJB,Where Tyranny Begins,David Rohde,Eric Jason Martin,,9.2,4.5,108,5.99,20.11,https://m.media-amazon.com/images/I/41qIFHWPHjL._SL500_.jpg,https://www.audible.com/pd/B0DCGK1YJB
monthly,B0BZWKBWZ1,What's So Amazing About Grace? Revised and Updated,Philip Yancey,"Philip D. Yancey,Henry O. Arnold",,10.1,4.7,60,7.99,26.09,https://m.media-amazon.com/images/I/511DiyOaeDL._SL500_.jpg,https://www.audible.com/pd/B0BZWKBWZ1
monthly,B0CKNKH3ZV,Close Knit,Jenny Colgan,Eilidh Beaton,,10.5,4.6,245,7.99,26.09,https://m.media-amazon.com/images/I/51-1i9NtliL._SL500_.jpg,https://www.audible.com/pd/B0CKNKH3ZV
monthly,B0CFC81PCG,The Fixer,"Josh Young,Manfred Westphal","Jefferson Mays,Manfred Westphal",,9.1,4.5,302,6.99,25.19,https://m.media-amazon.com/images/I/51CMYSP7aUL._SL500_.jpg,https://www.audible.com/pd/B0CFC81PCG
monthly,B0BR67V33Z,The Great Santini,Pat Conroy,Michael Crouch,,18.1,4.6,176,6.99,35.99,https://m.media-amazon.com/images/I/513INBbEk8L._SL500_.jpg,https://www.audible.com/pd/B0BR67V33Z
monthly,B0BV8ZFGZN,Prometheus Rising,Robert Anton Wilson,"Robert Anton Wilson,Oliver Senton",,8.0,4.4,81,5.99,17.33,https://m.media-amazon.com/images/I/616QvblQP-L._SL500_.jpg,https://www.audible.com/pd/B0BV8ZFGZN
monthly,B0FT94Z34C,Four Laws: The Complete Series,David Burke,"Daniel Wisniewski,Rebecca Woods",,85.3,4.6,137,5.99,32.95,https://m.media-amazon.com/images/I/51CFAf6ODiL._SL500_.jpg,https://www.audible.com/pd/B0FT94Z34C
monthly,B0CJDG5KJH,Fighting for Our Friendships,Danielle Bayard Jackson,Danielle Bayard Jackson,,7.6,4.9,79,6.99,22.49,https://m.media-amazon.com/images/I/4175YJA2+KL._SL500_.jpg,https://www.audible.com/pd/B0CJDG5KJH
monthly,B0BNJJ12W3,The Flowering Wand,Sophie Strand,Sophie Strand,,5.3,4.5,80,5.99,14.99,https://m.media-amazon.com/images/I/51DKd8NvmhL._SL500_.jpg,https://www.audible.com/pd/B0BNJJ12W3
monthly,B0CXQWMVXZ,Love in the Red Zone,Love Belvin,"Elyce Anthony,Winston James",,13.9,4.6,416,6.99,22.61,https://m.media-amazon.com/images/I/41GrDNoj21L._SL500_.jpg,https://www.audible.com/pd/B0CXQWMVXZ
monthly,B0CQRJBYTB,We Will Be Jaguars,"Mitch Anderson,Nemonte Nenquimo",Christine Ann-Roche,,13.5,4.8,216,6.99,23.46,https://m.media-amazon.com/images/I/41tZ-zfoHKL._SL500_.jpg,https://www.audible.com/pd/B0CQRJBYTB
monthly,B0D73YVK9J,Notorious,Maureen Dowd,Maureen Dowd,,16.9,4.0,65,6.99,35.99,https://m.media-amazon.com/images/I/51i3nVIAj3L._SL500_.jpg,https://www.audible.com/pd/B0D73YVK9J
monthly,B0CB1WPZQC,It Is Finished,Charles Martin,Charles Martin,,9.8,4.9,107,7.99,26.09,https://m.media-amazon.com/images/I/51qQIdKNH5L._SL500_.jpg,https://www.audible.com/pd/B0CB1WPZQC
monthly,B0DR3FCYMH,Slow Burn,DawnChere Wilkerson,"DawnChere Wilkerson,Rich Wilkerson",,8.6,4.9,67,6.99,23.39,https://m.media-amazon.com/images/I/41hXx-Tav7L._SL500_.jpg,https://www.audible.com/pd/B0DR3FCYMH
monthly,B0DNV1J2GJ,One in Four,Lucinda Berry,"Saskia Maarleveld,Tessa Albertson,Brittany Pressley",,7.4,3.7,795,5.99,18.3,https://m.media-amazon.com/images/I/51lfngHzmoL._SL500_.jpg,https://www.audible.com/pd/B0DNV1J2GJ
monthly,B09P511M56,Mándalo a la Mierda,Silvia Llop,Silvia Llop,,6.7,4.8,136,5.99,14.1,https://m.media-amazon.com/images/I/41A74G+1r8L._SL500_.jpg,https://www.audible.com/pd/B09P511M56
monthly,B0FG94QZ92,Down Cemetery Road,Mick Herron,Alix Dunmore,,11.6,4.3,108,5.99,21.41,https://m.media-amazon.com/images/I/41hjYFSYwkL._SL500_.jpg,https://www.audible.com/pd/B0FG94QZ92
monthly,B0CNTYXKGG,Diamond Angel,Naomi West,"Connor Brown,Cecily Foster",,11.3,4.7,345,5.99,21.02,https://m.media-amazon.com/images/I/51N4BxoCKvL._SL500_.jpg,https://www.audible.com/pd/B0CNTYXKGG
monthly,B06XXLP281,Teach Like Finland,Timothy D. Walker,Walter Dixon,,5.6,4.5,184,5.99,15.6,https://m.media-amazon.com/images/I/615A4vaDaZL._SL500_.jpg,https://www.audible.com/pd/B06XXLP281
