type,asin,title,author,narrator,genre,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
monthly,B0CW3MXRBG,The New Rules,Margarita Nazarenko,Margarita Nazarenko,,7.1,4.9,322,5.99,17.86,https://m.media-amazon.com/images/I/41SaLAaIfTL._SL500_.jpg,https://www.audible.com/pd/B0CW3MXRBG
monthly,1630153869,Three Trials,Kristy Cunning,Hollie Jackson,,6.1,4.7,1616,5.99,15.63,https://m.media-amazon.com/images/I/51rdb7DxOoL._SL500_.jpg,https://www.audible.com/pd/1630153869
monthly,B0BY9MS65B,Shadow Guild,Linsey Hall,Laurel Schroeder,,25.9,4.4,316,5.99,31.62,https://m.media-amazon.com/images/I/51KJ2plfo2L._SL500_.jpg,https://www.audible.com/pd/B0BY9MS65B
monthly,B0CNTX6MW1,Wealth Without Cash,Pace Morby,Pace Morby,,7.4,4.8,114,5.99,19.95,https://m.media-amazon.com/images/I/51+xAyocfeL._SL500_.jpg,https://www.audible.com/pd/B0CNTX6MW1
monthly,B0D6WV723Q,PMP PMBOK 7 Project Management Professional Audio Study Guide 2026-2027 (Includes Exam Practice Tests with Answers),"Samuel Davidson,Rebecca Davidson",Brennan Koenigsreuter,,12.3,4.6,100,6.99,35.7,https://m.media-amazon.com/images/I/41nPberVFiL._SL500_.jpg,https://www.audible.com/pd/B0D6WV723Q
monthly,0736983066,The Power of a Praying Woman,Stormie Omartian,Stormie Omartian,,8.2,5.0,138,5.99,19.46,https://m.media-amazon.com/images/I/513sJdClKmL._SL500_.jpg,https://www.audible.com/pd/0736983066
monthly,B0CB1SPJ1H,"Think This, Not That",Josh Axe,"Josh Axe,Jon Gordon,Donald Miller,Erwin McManus,Dave Ramsey,Rebekah Lyons,Shade Zahrai,Rob Dial,Greg McKeown,Hal Elrod,John Delony",,9.4,4.6,107,7.99,26.09,https://m.media-amazon.com/images/I/410+5as5epL._SL500_.jpg,https://www.audible.com/pd/B0CB1SPJ1H
monthly,B0B1RQWWBK,Space: 1969,Bill Oakley,"Natasha Lyonne,full cast",,5.6,4.5,7700,5.99,15.03,https://m.media-amazon.com/images/I/513WQBdTz6L._SL500_.jpg,https://www.audible.com/pd/B0B1RQWWBK
monthly,B0D1KY46BH,How to Tell the Truth,"Preston Perry,Jackie Hill Perry",Preston Butler III,,4.9,5.0,420,5.99,15.64,https://m.media-amazon.com/images/I/51C+qbcVaBL._SL500_.jpg,https://www.audible.com/pd/B0D1KY46BH
monthly,B0C1TM3RQ9,Witches in the Kitchen,Danielle Garrett,Amanda Ronconi,,6.9,4.7,632,5.99,16.51,https://m.media-amazon.com/images/I/51ZPgUAPAtL._SL500_.jpg,https://www.audible.com/pd/B0C1TM3RQ9
monthly,B0CB1TQM7H,Fighting Shadows,"Jefferson Bethke,Jon Tyson","Jefferson Bethke,Jon Tyson",,4.8,4.8,190,5.99,17.99,https://m.media-amazon.com/images/I/41lvjwF+wIL._SL500_.jpg,https://www.audible.com/pd/B0CB1TQM7H
monthly,1426222300,Gory Details,Erika Engelhaupt,Mari Weiss,,8.6,4.5,498,5.99,18.05,https://m.media-amazon.com/images/I/61irS5f8nxL._SL500_.jpg,https://www.audible.com/pd/1426222300
monthly,B0CQ3NXCFR,The Sweet Blue Distance,Sara Donati,Kate Reading,,28.7,4.6,466,5.99,30.02,https://m.media-amazon.com/images/I/51j0qLfxmRL._SL500_.jpg,https://www.audible.com/pd/B0CQ3NXCFR
monthly,B0CKNPCMPJ,Dark Calories,Catherine Shanahan MD,"Eliza Foss,Catherine Shanahan MD",,11.8,4.7,122,6.99,25.19,https://m.media-amazon.com/images/I/41gOw4MaFYL._SL500_.jpg,https://www.audible.com/pd/B0CKNPCMPJ
monthly,B0CN1XK68Q,I Cheerfully Refuse,Leif Enger,David Aaron Baker,,11.9,4.4,483,5.99,20.51,https://m.media-amazon.com/images/I/51n2jk6GCbL._SL500_.jpg,https://www.audible.com/pd/B0CN1XK68Q
monthly,B0CKV22LWH,City of Ruin,Charissa Weaks,"Meg Sylvan,Tim Campbell",,16.6,4.5,403,6.99,24.71,https://m.media-amazon.com/images/I/61Cv5cDiveL._SL500_.jpg,https://www.audible.com/pd/B0CKV22LWH
monthly,B06XD682XP,The Michigan Murders,Edward Keyes,Pete Cross,,15.1,4.4,790,6.99,22.11,https://m.media-amazon.com/images/I/61bTT5VYDcL._SL500_.jpg,https://www.audible.com/pd/B06XD682XP
monthly,B0BPF75LBD,There Is No Devil,Sophie Lark,"Lee Daniels,Jeffrey Holz",,8.2,4.4,650,5.99,18.83,https://m.media-amazon.com/images/I/51sm2eER-6L._SL500_.jpg,https://www.audible.com/pd/B0BPF75LBD
monthly,B0D2JPYQ1Z,Paris (Extended Edition),Paris Hilton,Paris Hilton,,9.0,4.8,339,7.99,26.09,https://m.media-amazon.com/images/I/41KnQuSVZWL._SL500_.jpg,https://www.audible.com/pd/B0D2JPYQ1Z
monthly,B0CXZ3KFJ6,Black Saturday,Trey Yingst,Trey Yingst,,7.4,4.7,231,5.99,19.79,https://m.media-amazon.com/images/I/414bJ6dbSUL._SL500_.jpg,https://www.audible.com/pd/B0CXZ3KFJ6
monthly,B0F8W733WH,The Overtime Kiss,Lauren Blakely,"Brooke Bloomingdale,Teddy Hamilton",,12.2,4.6,362,6.99,22.51,https://m.media-amazon.com/images/I/51mECUCnDaL._SL500_.jpg,https://www.audible.com/pd/B0F8W733WH
monthly,B0BLJ3FDFC,The Engine House: A Black Beacons Murder Mystery,Rhys Dylan,Joseph Tweedale,,9.1,4.3,436,5.99,20.16,https://m.media-amazon.com/images/I/51DTtzeEP8L._SL500_.jpg,https://www.audible.com/pd/B0BLJ3FDFC
monthly,B0BGT6GXPW,Hello Single Dad,Kelsie Hoss,"Allyson Voller,Luke Welland",,9.3,4.6,459,5.99,19.95,https://m.media-amazon.com/images/I/41lY6L20wZL._SL500_.jpg,https://www.audible.com/pd/B0BGT6GXPW
monthly,B0CKLSKCM4,Brand It Like Serhant,Ryan Serhant,Ryan Serhant,,8.7,4.6,113,5.99,22.49,https://m.media-amazon.com/images/I/51QxdpogpaL._SL500_.jpg,https://www.audible.com/pd/B0CKLSKCM4
monthly,B0C78JVW1L,Hidden Truths,Neva Altaj,"Gregory Salinas,Allyson Voller",,7.3,4.8,807,5.99,17.57,https://m.media-amazon.com/images/I/51bpt3R+oXL._SL500_.jpg,https://www.audible.com/pd/B0C78JVW1L
monthly,0063114518,Trust the Plan,Will Sommer,Joe Knezevich,,8.2,4.7,247,6.99,23.39,https://m.media-amazon.com/images/I/51RfnRK77nL._SL500_.jpg,https://www.audible.com/pd/0063114518
monthly,B0C9V66RJG,Get The F*ck Out Your Own Way,MJ Harris,MJ Harris,,7.6,4.9,220,6.99,22.49,https://m.media-amazon.com/images/I/61btTswH20L._SL500_.jpg,https://www.audible.com/pd/B0C9V66RJG
monthly,1797105019,Animal,Lisa Taddeo,Emma Roberts,,10.8,4.3,776,5.99,19.49,https://m.media-amazon.com/images/I/41ahevDmtdS._SL500_.jpg,https://www.audible.com/pd/1797105019
monthly,B09BR55XFS,Academy of Unpredictable Magic,Sadie Moss,Sarah Puckett,,40.5,4.5,614,5.99,29.63,https://m.media-amazon.com/images/I/51Wh+wKPFpL._SL500_.jpg,https://www.audible.com/pd/B09BR55XFS
monthly,B0FBGYBZN7,Rebound,Sadie Kincaid,"Sarah Puckett,Joe Arden",,12.8,4.7,743,6.99,22.51,https://m.media-amazon.com/images/I/51R7I8OKCsL._SL500_.jpg,https://www.audible.com/pd/B0FBGYBZN7
monthly,B0CW234WYP,Mother Pucker,Swati MH,"Samantha Brentmoor,Teddy Hamilton",,7.8,4.6,662,5.99,17.57,https://m.media-amazon.com/images/I/41nm+0rHm3L._SL500_.jpg,https://www.audible.com/pd/B0CW234WYP
monthly,B088WZ2DW2,How to Read People like a Book,James W. Williams,Lee Jagow,,3.6,4.4,167,4.99,13.32,https://m.media-amazon.com/images/I/51-GixakGTL._SL500_.jpg,https://www.audible.com/pd/B088WZ2DW2
monthly,B099644JYF,Winter Territory,Scott Blade,Philip Alan Ormond,,6.1,4.5,410,5.99,16.4,https://m.media-amazon.com/images/I/51cdQQysyaL._SL500_.jpg,https://www.audible.com/pd/B099644JYF
monthly,B081NVMM3J,The Beginning of Everything,Kristen Ashley,"Liz Thompson,Dina Pearlman,Stella Bloom,Joniece Abbott Pratt,Esther Wane,Gemma Dawson,Robin Miles,Clara Francesca,Lance Greenfield,Jakobi Diem,Ralph Lister,John Hartley,Rupert Channing,Sarah Coomes",,15.2,4.3,2139,6.99,22.73,https://m.media-amazon.com/images/I/51aG06izsLL._SL500_.jpg,https://www.audible.com/pd/B081NVMM3J
monthly,B092MXS6RS,When Sparks Fly,Kristen Zimmer,Lynn Norris,,7.8,4.7,795,5.99,17.54,https://m.media-amazon.com/images/I/51hkYrgmMHL._SL500_.jpg,https://www.audible.com/pd/B092MXS6RS
monthly,B0CFSY8ZZY,Contesting: The Name It & Claim It Game,Helene Hadsell,Carolyn Wilman,,5.2,4.4,79,5.99,16.0,https://m.media-amazon.com/images/I/518T8CG5U6L._SL500_.jpg,https://www.audible.com/pd/B0CFSY8ZZY
monthly,B0BYBTTD7M,The Roots of the Federal Reserve,Laura Sanger,Laura Sanger PhD,,19.1,4.7,183,6.99,25.63,https://m.media-amazon.com/images/I/61JpFjoEyGL._SL500_.jpg,https://www.audible.com/pd/B0BYBTTD7M
monthly,B08TV1HB5R,"World War 2 in the Pacific Collection: Across Wake Island, Bataan, Guadalcanal, Corregidor, and Iwo Jima","Robert Lackie,General George C. Kenney,T. Grady Gallant,Eric A. Feldt,Clark Lee,Joe Foss,John Morrill,James P. S. Devereux,J. Bryan",Museum Audiobooks Cast,,66.2,4.5,177,5.99,29.77,https://m.media-amazon.com/images/I/51kxxc+nczL._SL500_.jpg,https://www.audible.com/pd/B08TV1HB5R
monthly,B0C6R6X7QG,Co-parenting After Divorcing a Narcissist: A Divorce Recovery Guide To Bouncing Back After A Toxic Relationship Of Emotional And Narcissistic Abuse With Co-Parenting Tips To Disarm And Protect Self,Isabella Francis,Sera Chance,,5.8,4.5,98,5.99,16.0,https://m.media-amazon.com/images/I/510r-Bu+ODL._SL500_.jpg,https://www.audible.com/pd/B0C6R6X7QG
monthly,B0CNDBG3VN,When Gracie Met The Grump,Mariana Zapata,"Callie Dalton,Connor Crais",,19.3,4.5,1116,7.99,26.05,https://m.media-amazon.com/images/I/51WDewEvlQL._SL500_.jpg,https://www.audible.com/pd/B0CNDBG3VN
monthly,B0FNYKYWKM,The Three Brothers,Granger,"Trei Taylor,Avery Waddell",,15.1,4.9,1164,6.99,23.43,https://m.media-amazon.com/images/I/51SUrlNzQeL._SL500_.jpg,https://www.audible.com/pd/B0FNYKYWKM
monthly,B0FR9ZW2XH,Secret Haven,Catherine Cowles,"Connor Crais,Stella Hunter",,12.0,4.8,734,6.99,22.51,https://m.media-amazon.com/images/I/51-AbFB-gaL._SL500_.jpg,https://www.audible.com/pd/B0FR9ZW2XH
monthly,B0BT1CRL3K,To Rescue the Constitution,Bret Baier,Bret Baier,,11.6,4.8,186,7.99,26.09,https://m.media-amazon.com/images/I/516-mB3FZSL._SL500_.jpg,https://www.audible.com/pd/B0BT1CRL3K
monthly,B0CFBF4M5G,Small and Mighty Real Estate Investor,Chad Carson,Ryan Duncan,,13.2,4.8,98,6.99,24.95,https://m.media-amazon.com/images/I/51wMg9luR4L._SL500_.jpg,https://www.audible.com/pd/B0CFBF4M5G
monthly,B08QJRPF9M,The Magic of Manifesting Money,Ryuu Shinohara,Mike Kruft,,3.6,4.9,551,5.99,14.95,https://m.media-amazon.com/images/I/51aYXb5WhPL._SL500_.jpg,https://www.audible.com/pd/B08QJRPF9M
monthly,B01CZ16640,Cook County ICU,Cory Franklin MD,John Pruden,,7.0,4.4,2220,5.99,17.26,https://m.media-amazon.com/images/I/41xrboAp7AL._SL500_.jpg,https://www.audible.com/pd/B01CZ16640
monthly,B0BV8HH8XW,Oscar Wars,Michael Schulman,Charlie Thurston,,21.0,4.5,350,7.99,41.39,https://m.media-amazon.com/images/I/51JfRdkzXDL._SL500_.jpg,https://www.audible.com/pd/B0BV8HH8XW
monthly,B0CSZNG3XM,Five Broken Blades,Mai Corland,"Greg Chun,Zion Jang,Roger Yeh,Donald Chang,Jaine Ye,Sophie Oda",,15.0,4.1,515,6.99,23.9,https://m.media-amazon.com/images/I/51+O+7m1npL._SL500_.jpg,https://www.audible.com/pd/B0CSZNG3XM
monthly,1538504642,The Power of Silence,"Robert Cardinal Sarah,Nicolas Diat,Michael J. Miller - translator",Peter Lawrence,,10.1,4.6,597,5.99,20.85,https://m.media-amazon.com/images/I/51Yw45WOR4L._SL500_.jpg,https://www.audible.com/pd/1538504642
monthly,B0B94GBLHL,Long Way Home,Lynn Austin,Sarah Zimmerman,,12.7,4.8,935,6.99,21.43,https://m.media-amazon.com/images/I/51SppLvuYNL._SL500_.jpg,https://www.audible.com/pd/B0B94GBLHL
monthly,B0CZ4XV97P,The Faded Land,D.E. Sherman,"John Joseph Rogers,Rylee Kuberra",,16.3,4.5,883,6.99,25.58,https://m.media-amazon.com/images/I/513Dcx+-KLL._SL500_.jpg,https://www.audible.com/pd/B0CZ4XV97P
monthly,B0CQTGKV8B,The Wren in the Holly Library,K. A. Linde,Stephanie Németh-Parker,,15.3,4.4,640,6.99,23.9,https://m.media-amazon.com/images/I/510QeHsEWaL._SL500_.jpg,https://www.audible.com/pd/B0CQTGKV8B
monthly,B0CKTM7WXV,Can't Catch Me,Alexandra Warren,"Wesleigh Siobhan,Jakobi Diem",,7.5,4.8,718,5.99,19.95,https://m.media-amazon.com/images/I/51Nztoxsz6L._SL500_.jpg,https://www.audible.com/pd/B0CKTM7WXV
monthly,B0CS7S71Y8,If You Tell a Lie,Lucinda Berry,"Bailey Carr,Stephanie Németh-Parker,Susannah Jones,Jane Oppenheimer,Carly Robins",,8.5,3.9,1053,5.99,19.09,https://m.media-amazon.com/images/I/51R6Kf74QAL._SL500_.jpg,https://www.audible.com/pd/B0CS7S71Y8
monthly,B0DF845CPS,The Rocker's Muse,Penelope Ward,"Andi Arndt,Connor Crais",,8.0,4.7,721,5.99,18.65,https://m.media-amazon.com/images/I/51SmtTZXvpL._SL500_.jpg,https://www.audible.com/pd/B0DF845CPS
monthly,B0C415GJXT,Runaway Love,Melanie Harlow,"Sebastian York,Sophie Daniels",,8.9,4.5,585,5.99,18.85,https://m.media-amazon.com/images/I/518wVr3rxxL._SL500_.jpg,https://www.audible.com/pd/B0C415GJXT
monthly,B0CZ7SFS21,Just This Once,Lena Hendrix,"Aiden Snow,Samantha Summers",,10.1,4.5,434,5.99,20.8,https://m.media-amazon.com/images/I/51hw3+0UcKL._SL500_.jpg,https://www.audible.com/pd/B0CZ7SFS21
monthly,B0CWB5J8KL,The Language of Letting Go,Melody Beattie,Liz Cole,,13.1,4.9,27,6.99,21.93,https://m.media-amazon.com/images/I/51VWhoqyFlL._SL500_.jpg,https://www.audible.com/pd/B0CWB5J8KL
monthly,B0CCB3K3SZ,Into the Heart of Romans,N. T. Wright,John Sackville,,8.0,4.8,119,6.99,23.39,https://m.media-amazon.com/images/I/41sbRAFWxZL._SL500_.jpg,https://www.audible.com/pd/B0CCB3K3SZ
monthly,B0CC6PPCPS,Where Butterflies Wander,Suzanne Redfearn,"Kate Rudd,Vivienne Leheny,Jordan Cobb,Michael Crouch,Jess Nahikian,Joe Knezevich",,8.7,4.6,1286,5.99,20.0,https://m.media-amazon.com/images/I/51qnlFiDtrL._SL500_.jpg,https://www.audible.com/pd/B0CC6PPCPS
monthly,B0CJ5T1DZR,Buried in the Backwater,Drew Strickland,Madison Niederhauser,,8.3,4.3,226,5.99,18.8,https://m.media-amazon.com/images/I/61n+OLvPp9L._SL500_.jpg,https://www.audible.com/pd/B0CJ5T1DZR
monthly,B0CQ8W38F7,Lazy Love,Keion Henderson,Keion Henderson,,7.9,4.8,102,5.99,22.49,https://m.media-amazon.com/images/I/41hP04BMnhL._SL500_.jpg,https://www.audible.com/pd/B0CQ8W38F7
monthly,B0F7Z8H3NT,Cross,Shantel Tessier,"Troy Duran,Kasha Kensington",,8.3,4.7,354,5.99,19.59,https://m.media-amazon.com/images/I/51jL2OqpYWL._SL500_.jpg,https://www.audible.com/pd/B0F7Z8H3NT
monthly,B09JZVKM3Y,Take Your Breath Away,Linwood Barclay,"Joe Knezevich,George Newbern,Hillary Huber,Pete Simonelli,Michael Crouch,Lauren Fortgang,Jim Meskimen,Karissa Vacker",,10.0,4.4,1663,7.99,26.09,https://m.media-amazon.com/images/I/51g4tRy5MpL._SL500_.jpg,https://www.audible.com/pd/B09JZVKM3Y
monthly,B09QT3BLYH,Sinners and Saints: The Complete Series,Veronica Eden,"Michael Gallagher,Alan Carlson,Stephanie Rose,Meg Sylvan,Violet Strong",,43.7,4.6,438,5.99,29.63,https://m.media-amazon.com/images/I/61aPx8dNHpL._SL500_.jpg,https://www.audible.com/pd/B09QT3BLYH
monthly,B0BDPJK6C8,Stolen Trophy,"K.A. Knight,Kendra Moreno","Rebecca Woods,Will Thorne",,10.8,4.5,788,5.99,20.78,https://m.media-amazon.com/images/I/51wHP1Y9p0L._SL500_.jpg,https://www.audible.com/pd/B0BDPJK6C8
monthly,B0D1YWMDYW,The Hidden Realm: The Complete Series,"Heather Renee,Mystics and Mayhem","Michael Gallagher,Kasi Hollowell",,18.0,4.6,367,6.99,26.4,https://m.media-amazon.com/images/I/51PpKGz-+2L._SL500_.jpg,https://www.audible.com/pd/B0D1YWMDYW
monthly,B0CKTQ2CG8,Riches to Riches: Part Two,Ames Mills,"Ada Sinclair,Patrick Zeller",,13.8,4.8,580,6.99,22.16,https://m.media-amazon.com/images/I/51GwFqsyzpL._SL500_.jpg,https://www.audible.com/pd/B0CKTQ2CG8
monthly,B0D63DHXCM,Reconnected,Carlos Whittaker,Carlos Whittaker,,6.8,4.8,225,5.99,20.69,https://m.media-amazon.com/images/I/515sNnao2ML._SL500_.jpg,https://www.audible.com/pd/B0D63DHXCM
monthly,B0F7YN4H82,The Portrait,Danielle Steel,Michael Braun,,7.8,4.5,200,5.99,18.65,https://m.media-amazon.com/images/I/510YpmZnjJL._SL500_.jpg,https://www.audible.com/pd/B0F7YN4H82
monthly,B0FD44942N,Three BFFs and a Wedding: The Complete Series,Pippa Grant,"Virginia Rose,Teddy Hamilton,Kit Swann,Ryan West,Jason Clarke,Callie Dalton,Connor Crais,Savannah Peachwood",,43.0,4.7,246,5.99,31.2,https://m.media-amazon.com/images/I/51Oel98Io9L._SL500_.jpg,https://www.audible.com/pd/B0FD44942N
monthly,B0BTR5K9D4,The Sam Pope Series: Books 1-3,Robert Enright,Lee Beddow,,22.6,4.0,165,5.99,29.31,https://m.media-amazon.com/images/I/51HW20oUTAL._SL500_.jpg,https://www.audible.com/pd/B0BTR5K9D4
monthly,B0BLY5PL64,Modern Software Engineering,David Farley,Amy Gordon,,9.6,4.5,133,5.99,19.95,https://m.media-amazon.com/images/I/51YZ7o1Y9JL._SL500_.jpg,https://www.audible.com/pd/B0BLY5PL64
monthly,B08YLFDL86,Ruthless Stranger,Maggie Cole,"Sarah Puckett,Zachary Johnson",,9.3,4.6,679,5.99,20.34,https://m.media-amazon.com/images/I/51UosS-OgzL._SL500_.jpg,https://www.audible.com/pd/B08YLFDL86
monthly,B0DN6QWHR4,"Fallen Angels, Giants, Monsters and the World Before the Flood",Rick Renner,Rick Renner,,12.0,4.1,140,5.99,21.32,https://m.media-amazon.com/images/I/51gniAZKJ5L._SL500_.jpg,https://www.audible.com/pd/B0DN6QWHR4
monthly,B0CSGYLL6D,Dead South: The Complete 8 Book Zombie Apocalypse Series,Zach Bohannon,Andrew Tell,,41.0,4.1,276,5.99,31.64,https://m.media-amazon.com/images/I/512uHDR6DbL._SL500_.jpg,https://www.audible.com/pd/B0CSGYLL6D
monthly,B0FP5TP5VK,Beloved,Francis Chan,Francis Chan,,5.0,5.0,79,5.99,15.64,https://m.media-amazon.com/images/I/31LyGc6xmwL._SL500_.jpg,https://www.audible.com/pd/B0FP5TP5VK
monthly,B0C5GF323C,Lead with Prayer,"Ryan Skoog,Peter Greer,Cameron Doolittle,Jill Heisey,John Mark Comer - introduction",Ryan Skoog,,7.7,4.9,73,6.99,22.49,https://m.media-amazon.com/images/I/41RFpFqNaRL._SL500_.jpg,https://www.audible.com/pd/B0C5GF323C
monthly,B0BT8K944L,"The Five Families, Books 4-6",Jill Ramsower,"Mackenzie Cartwright,Gomez Pugh,Troy Duran,Natlie Eaton,Ava Erickson,Jacob Morgan,Gregory Salinas,and Melanie Mendez",,23.9,4.7,271,5.99,29.63,https://m.media-amazon.com/images/I/41WiflHLnvL._SL500_.jpg,https://www.audible.com/pd/B0BT8K944L
monthly,B0DBW2J4D4,An Irish Bookshop Murder,Lucy Connelly,Kimberly M. Wetherell,,8.4,4.2,368,5.99,19.09,https://m.media-amazon.com/images/I/61QWDmzBxML._SL500_.jpg,https://www.audible.com/pd/B0DBW2J4D4
monthly,B0B8SWV5JB,The One and Only Ruby,Katherine Applegate,Imani Parks,,3.1,4.5,86,4.99,25.19,https://m.media-amazon.com/images/I/51QuDKvNR8L._SL500_.jpg,https://www.audible.com/pd/B0B8SWV5JB
monthly,B0C1KP7C22,Banyan Moon,Thao Thai,"Cindy Kay,Catherine Ho,Elyse Dinh",,12.4,4.1,223,7.99,26.09,https://m.media-amazon.com/images/I/61MPNN235rL._SL500_.jpg,https://www.audible.com/pd/B0C1KP7C22
monthly,B0DCX24BZR,Where the Rivers Merge,Mary Alice Monroe,"Mary Alice Monroe,Jenna Lamia,Cassandra Campbell",,12.3,4.7,317,7.99,26.09,https://m.media-amazon.com/images/I/51YgfK2JlFL._SL500_.jpg,https://www.audible.com/pd/B0DCX24BZR
monthly,B084HBWDPC,Unveiled,Yasmine Mohammed,Yasmine Mohammed,,7.1,4.8,509,5.99,17.44,https://m.media-amazon.com/images/I/41RcutvzfcL._SL500_.jpg,https://www.audible.com/pd/B084HBWDPC
monthly,B0C7XZTD8J,Dumbledore,Irvin Khaytman,Richard Trinder,,7.2,4.2,194,5.99,17.44,https://m.media-amazon.com/images/I/51kPD42x0VL._SL500_.jpg,https://www.audible.com/pd/B0C7XZTD8J
monthly,B0DC1RJMFC,Property of a Rich Nigga 3: The Finale,Jessica N. Watkins,"Nicole Small,Jaime Lincoln Smith",,8.3,4.9,501,5.99,18.88,https://m.media-amazon.com/images/I/511pVJtse-L._SL500_.jpg,https://www.audible.com/pd/B0DC1RJMFC
monthly,B0BVXHY6KF,Body of Proof,"Jeremiah J. Johnston,Gary Habermas - foreword",Jeremiah J. Johnston,,5.2,4.7,106,5.99,16.95,https://m.media-amazon.com/images/I/51eRR6e7kJL._SL500_.jpg,https://www.audible.com/pd/B0BVXHY6KF
monthly,B0CW6HNDKZ,Midnight Valentine,J.T. Geissinger,"Troy Duran,Tara Langella",,8.1,4.6,1071,5.99,18.85,https://m.media-amazon.com/images/I/513yiTOWcLL._SL500_.jpg,https://www.audible.com/pd/B0CW6HNDKZ
monthly,B0BTCG4PN8,The Agent's Edge,"Jordan Cohen,Sylvester Stallone - introduction","Jordan Cohen,Eric Simon,Matt Lionetti",,5.7,4.7,112,5.99,20.69,https://m.media-amazon.com/images/I/51SWcRWcOCL._SL500_.jpg,https://www.audible.com/pd/B0BTCG4PN8
monthly,197733976X,That Dark and Bloody River,Allan W. Eckert,Joe Barrett,,35.8,4.7,321,5.99,29.34,https://m.media-amazon.com/images/I/511yDjO6SjL._SL500_.jpg,https://www.audible.com/pd/197733976X
monthly,B0CMF62KMC,A Thousand Broken Pieces,Tillie Cole,"Katie Schorr,P. J. Ochlan",,14.6,4.6,379,6.99,22.83,https://m.media-amazon.com/images/I/51vCTFwC3pL._SL500_.jpg,https://www.audible.com/pd/B0CMF62KMC
monthly,B0CCW692X9,Follow the Science,Sharyl Attkisson,Sharyl Attkisson,,12.4,4.8,183,7.99,26.09,https://m.media-amazon.com/images/I/41WQ3AMjgtL._SL500_.jpg,https://www.audible.com/pd/B0CCW692X9
monthly,B0FNNDRJ4D,Crazy in Love,Laura Pavlov,"Vanessa Vasquez,Jason Clarke",,9.5,4.8,402,5.99,21.01,https://m.media-amazon.com/images/I/51MctRISb8L._SL500_.jpg,https://www.audible.com/pd/B0FNNDRJ4D
monthly,B0CS3W42T1,Hope for Cynics,Jamil Zaki,Jamil Zaki,,7.9,4.1,90,5.99,22.49,https://m.media-amazon.com/images/I/41msVAFRXtL._SL500_.jpg,https://www.audible.com/pd/B0CS3W42T1
monthly,B0B5HVZZB6,King & Queen of the Hood,Shvonne Latrice,"Chance Smolders,Katherine Dollison",,12.1,4.8,627,6.99,21.43,https://m.media-amazon.com/images/I/51qUWHFhY4L._SL500_.jpg,https://www.audible.com/pd/B0B5HVZZB6
monthly,B07Z3KPSKH,Crazy for Loving You,Pippa Grant,"Teddy Hamilton,Virginia Rose",,10.2,4.6,711,5.99,20.78,https://m.media-amazon.com/images/I/51kFs6Jp-FL._SL500_.jpg,https://www.audible.com/pd/B07Z3KPSKH
monthly,B0C9272ZF9,An Unfinished Murder,Jude Deveraux,Susan Bennett,,10.6,4.7,434,7.99,26.09,https://m.media-amazon.com/images/I/51j7o5pIspL._SL500_.jpg,https://www.audible.com/pd/B0C9272ZF9
monthly,B0CV2PCMM1,Run Over By the Grace Train,"Joby Martin,Charles Martin",Joby Martin,,8.9,5.0,163,5.99,22.49,https://m.media-amazon.com/images/I/41Em-PegYgL._SL500_.jpg,https://www.audible.com/pd/B0CV2PCMM1
monthly,B00MEQSK6Y,Wolf in White Van,John Darnielle,John Darnielle,,5.4,4.4,1332,5.99,14.99,https://m.media-amazon.com/images/I/51oTepnTZSL._SL500_.jpg,https://www.audible.com/pd/B00MEQSK6Y
monthly,B096GY2F73,Daindreth's Assassin,Elisabeth Wheatley,Elisabeth Wheatley,,10.9,4.5,313,5.99,20.78,https://m.media-amazon.com/images/I/61hQBgC3EDL._SL500_.jpg,https://www.audible.com/pd/B096GY2F73
monthly,B0B5M4NYLF,The Best Strangers in the World,Ari Shapiro,Ari Shapiro,,8.2,4.5,154,6.99,25.19,https://m.media-amazon.com/images/I/51ElxrpU7uL._SL500_.jpg,https://www.audible.com/pd/B0B5M4NYLF
monthly,B0CXJSVB9R,The Exorcist Files,Carlos Martins,Carlos Martins,,8.5,4.9,356,5.99,22.49,https://m.media-amazon.com/images/I/414ZtfMU2XL._SL500_.jpg,https://www.audible.com/pd/B0CXJSVB9R
monthly,B0DFMWVV7G,Deliverance from Demonic Covenants and Curses,Rev. James A. Solomon,Langston Darby,,10.2,4.9,316,5.99,21.17,https://m.media-amazon.com/images/I/41OCy1DnztL._SL500_.jpg,https://www.audible.com/pd/B0DFMWVV7G
monthly,B0D5S8K61D,Corruption Wielder,Aaron Shih,"Matt Hicks,Erin Bateman",,17.1,4.4,513,6.99,26.35,https://m.media-amazon.com/images/I/51QMSqtTSdL._SL500_.jpg,https://www.audible.com/pd/B0D5S8K61D
monthly,B0C834FDPB,The Formula,"Joshua Robinson,Jonathan Clegg",Qarie Marshall,,10.7,4.7,333,7.99,26.09,https://m.media-amazon.com/images/I/51hDldw52lL._SL500_.jpg,https://www.audible.com/pd/B0C834FDPB
monthly,B0BVXF2B5Y,Bastard,"Alexey Osadchuk,Andrew Douglas Schmitt - translator",Ryan Burke,,9.6,4.7,704,5.99,19.96,https://m.media-amazon.com/images/I/51J+qmiX3KL._SL500_.jpg,https://www.audible.com/pd/B0BVXF2B5Y
